"date_time","season","type","date_of_payment","amount","notes","file_date","member_id"
"2025/08/29 03:44","Combined CSA","Credit Card","Aug 29, 2025",300,NA,2025-08-29,1593
"2025/08/23 03:41","Combined CSA","Credit Card","Aug 23, 2025",300,NA,2025-08-29,1131
"2025/08/21 10:14","Combined CSA","Fee","Aug 21, 2025",0,"WK 21:added peaches from wk 20",2025-08-29,1131
"2025/08/22 03:42","Combined CSA","Credit Card","Aug 22, 2025",150,NA,2025-08-29,1171
"2025/08/28 16:46","Combined CSA","Complimentary","Aug 28, 2025",0,"WK 22 returned 2 jars , deducted extras",2025-08-29,310
"2025/08/21 03:44","Combined CSA","Credit Card","Aug 21, 2025",106.12988,NA,2025-08-29,1537
"2025/08/20 15:53","Combined CSA","Complimentary","Aug 20, 2025",0,"WK 21: returned 1 jar, deducted extras",2025-08-29,1537
"2025/08/21 03:44","Combined CSA","Credit Card","Aug 21, 2025",600,NA,2025-08-29,1818
"2025/08/21 03:44","Combined CSA","Credit Card","Aug 21, 2025",300,NA,2025-08-29,1034
"2025/08/28 03:45","Combined CSA","Credit Card","Aug 28, 2025",150,NA,2025-08-29,1920
"2025/08/22 03:43","Combined CSA","Credit Card","Aug 22, 2025",150,NA,2025-08-29,1719
"2025/08/21 03:44","Combined CSA","Credit Card","Aug 21, 2025",150,NA,2025-08-29,1272
"2025/08/28 03:45","Combined CSA","Credit Card","Aug 28, 2025",150,NA,2025-08-29,866
"2025/08/29 03:44","Combined CSA","Credit Card","Aug 29, 2025",150,NA,2025-08-29,39
"2025/08/29 03:44","Combined CSA","Credit Card","Aug 29, 2025",300,NA,2025-08-29,1277
"2025/08/28 03:45","Combined CSA","Credit Card","Aug 28, 2025",300,NA,2025-08-29,444
"2025/08/22 03:42","Combined CSA","Credit Card","Aug 22, 2025",300,NA,2025-08-29,1819
"2025/08/21 19:10","Combined CSA","Complimentary","Aug 21, 2025",0,"WK 21: returned 6 jars, deducted extras",2025-08-29,1819
"2025/08/28 18:13","Combined CSA","Complimentary","Aug 28, 2025",0,"wk 22 returned 4 jars, deducted.",2025-08-29,1819
"2025/08/28 03:45","Combined CSA","Credit Card","Aug 28, 2025",150,NA,2025-08-29,1039
"2025/08/29 03:43","Combined CSA","Credit Card","Aug 29, 2025",600,NA,2025-08-29,828
"2025/08/21 03:44","Combined CSA","Credit Card","Aug 21, 2025",150,NA,2025-08-29,207
"2025/08/28 03:45","Combined CSA","Credit Card","Aug 28, 2025",150,NA,2025-08-29,240
"2025/08/22 03:43","Combined CSA","Credit Card","Aug 22, 2025",150,NA,2025-08-29,1977
"2025/08/21 03:44","Combined CSA","Credit Card","Aug 21, 2025",150,NA,2025-08-29,1506
"2025/08/28 03:45","Combined CSA","Credit Card","Aug 28, 2025",150,NA,2025-08-29,1506
"2025/08/20 14:04","Combined CSA","Complimentary","Aug 20, 2025",0,"WK 21: produce adj deducted from orders",2025-08-29,1506
"2025/08/27 14:29","Combined CSA","Complimentary","Aug 27, 2025",0,"WK 22: deducted $4.25 for nightshade peppers",2025-08-29,1506
"2025/08/22 03:43","Combined CSA","Credit Card","Aug 22, 2025",300,NA,2025-08-29,422
"2025/08/21 19:36","Combined CSA","Complimentary","Aug 21, 2025",14.5,"WK 21: returned 6 jars, deducted extras",2025-08-29,422
"2025/08/29 03:43","Combined CSA","Credit Card","Aug 29, 2025",300,NA,2025-08-29,1582
"2025/08/20 03:44","Combined CSA","Credit Card","Aug 20, 2025",150,NA,2025-08-29,558
"2025/08/29 03:43","Combined CSA","Credit Card","Aug 29, 2025",150,NA,2025-08-29,558
"2025/08/22 03:43","Combined CSA","Credit Card","Aug 22, 2025",300,NA,2025-08-29,102
"2025/08/21 03:44","Combined CSA","Credit Card","Aug 21, 2025",600,NA,2025-08-29,960
"2025/08/21 06:01","Combined CSA","Complimentary","Aug 21, 2025",45.59,NA,2025-08-29,788
"2025/08/21 03:44","Combined CSA","Credit Card","Aug 21, 2025",1000,NA,2025-08-29,1203
"2025/08/21 03:44","Combined CSA","Complimentary","Aug 21, 2025",15,NA,2025-08-29,1203
"2025/08/29 03:44","Combined CSA","Credit Card","Aug 29, 2025",300,NA,2025-08-29,128
"2025/08/28 03:45","Combined CSA","Credit Card","Aug 28, 2025",600,NA,2025-08-29,1030
"2025/08/21 19:51","Combined CSA","Complimentary","Aug 21, 2025",2.5,"WK 21: returned 1 jar",2025-08-29,1487
"2025/08/22 03:43","Combined CSA","Credit Card","Aug 22, 2025",1500,NA,2025-08-29,550
"2025/08/22 03:43","Combined CSA","Complimentary","Aug 22, 2025",25,NA,2025-08-29,550
"2025/08/21 03:44","Combined CSA","Credit Card","Aug 21, 2025",150,NA,2025-08-29,618
"2025/08/29 03:44","Combined CSA","Credit Card","Aug 29, 2025",150,NA,2025-08-29,621
"2025/08/22 03:43","Combined CSA","Credit Card","Aug 22, 2025",150,NA,2025-08-29,15
"2025/08/29 03:43","Combined CSA","Credit Card","Aug 29, 2025",150,NA,2025-08-29,644
"2025/08/27 16:52","Combined CSA","Complimentary","Aug 27, 2025",0,"WK 22: returned 1 jar, deducted extras",2025-08-29,1830
"2025/08/21 20:04","Combined CSA","Complimentary","Aug 21, 2025",1.25,"WK 21: returned 1 jar, deducted extras",2025-08-29,807
"2025/08/28 16:59","Combined CSA","Complimentary","Aug 28, 2025",3.75,"WK 22 returned 2 jars, deducted extras",2025-08-29,807
"2025/08/28 03:44","Combined CSA","Credit Card","Aug 28, 2025",150,NA,2025-08-29,470
"2025/08/21 03:44","Combined CSA","Credit Card","Aug 21, 2025",300,NA,2025-08-29,837
"2025/08/28 17:00","Combined CSA","Complimentary","Aug 28, 2025",5.75,"WK 22 returned 3 jars, deducted extras",2025-08-29,1488
"2025/08/29 03:44","Combined CSA","Credit Card","Aug 29, 2025",300,NA,2025-08-29,643
"2025/08/27 18:26","Combined CSA","Complimentary","Aug 27, 2025",0,"WK 22: returned 1 jar, deducted extras",2025-08-29,1339
"2025/08/21 03:44","Combined CSA","Credit Card","Aug 21, 2025",300,NA,2025-08-29,1498
"2025/08/29 03:44","Combined CSA","Credit Card","Aug 29, 2025",300,NA,2025-08-29,171
"2025/08/28 03:45","Combined CSA","Credit Card","Aug 28, 2025",3.1914062,NA,2025-08-29,1309
"2025/08/27 17:44","Combined CSA","Complimentary","Aug 27, 2025",0,"WK 22: returned 1 jar, deducted extras",2025-08-29,1407
"2025/08/21 03:44","Combined CSA","Credit Card","Aug 21, 2025",300,NA,2025-08-29,1154
"2025/08/28 03:44","Combined CSA","Credit Card","Aug 28, 2025",1000,NA,2025-08-29,479
"2025/08/28 03:45","Combined CSA","Complimentary","Aug 28, 2025",15,NA,2025-08-29,479
"2025/08/28 03:45","Combined CSA","Credit Card","Aug 28, 2025",150,NA,2025-08-29,1155
"2025/08/29 03:44","Combined CSA","Credit Card","Aug 29, 2025",129.80078,NA,2025-08-29,405
"2025/08/22 03:43","Combined CSA","Credit Card","Aug 22, 2025",300,NA,2025-08-29,239
"2025/08/27 17:33","Combined CSA","Complimentary","Aug 27, 2025",0,"WK 22: returned 1 jar, deducted extras",2025-08-29,620
"2025/08/21 03:44","Combined CSA","Credit Card","Aug 21, 2025",300,NA,2025-08-29,1534
"2025/08/28 03:45","Combined CSA","Credit Card","Aug 28, 2025",300,NA,2025-08-29,1098
"2025/08/22 03:42","Combined CSA","Credit Card","Aug 22, 2025",150,NA,2025-08-29,1211
"2025/08/28 03:44","Combined CSA","Credit Card","Aug 28, 2025",150,NA,2025-08-29,132
"2025/08/22 03:42","Combined CSA","Credit Card","Aug 22, 2025",600,NA,2025-08-29,514
"2025/08/27 19:21","Combined CSA","Complimentary","Aug 27, 2025",0,"WK 22: returned 1 jar, deducted extras",2025-08-29,384
"2025/08/21 03:44","Combined CSA","Credit Card","Aug 21, 2025",300,NA,2025-08-29,1896
"2025/08/22 03:42","Combined CSA","Credit Card","Aug 22, 2025",46.280273,NA,2025-08-29,76
"2025/08/29 03:44","Combined CSA","Credit Card","Aug 29, 2025",62.719727,NA,2025-08-29,76
"2025/08/27 17:42","Combined CSA","Complimentary","Aug 27, 2025",2.5,"WK 22: returned 1 jar, deducted extras",2025-08-29,1038
"2025/08/22 03:43","Combined CSA","Credit Card","Aug 22, 2025",150,NA,2025-08-29,1680
"2025/08/21 03:44","Combined CSA","Credit Card","Aug 21, 2025",150,NA,2025-08-29,1959
"2025/08/29 03:44","Combined CSA","Credit Card","Aug 29, 2025",300,NA,2025-08-29,127
"2025/08/21 03:44","Combined CSA","Credit Card","Aug 21, 2025",150,NA,2025-08-29,472
"2025/08/22 03:43","Combined CSA","Credit Card","Aug 22, 2025",14.36084,NA,2025-08-29,68
"2025/08/29 03:44","Combined CSA","Credit Card","Aug 29, 2025",13.830078,NA,2025-08-29,68
"2025/08/21 03:44","Combined CSA","Credit Card","Aug 21, 2025",300,NA,2025-08-29,1284
"2025/08/21 03:44","Combined CSA","Credit Card","Aug 21, 2025",150,NA,2025-08-29,911
"2025/08/28 13:13","Combined CSA","Check","Aug 28, 2025",700,NA,2025-08-29,423
"2025/08/20 19:12","Combined CSA","Complimentary","Aug 20, 2025",0,"WK 21: returned 2 jars, deducted extras",2025-08-29,671
"2025/08/22 03:43","Combined CSA","Credit Card","Aug 22, 2025",300,NA,2025-08-29,1271
"2025/08/22 03:42","Combined CSA","Credit Card","Aug 22, 2025",64.64,NA,2025-08-29,507
"2025/08/29 03:43","Combined CSA","Credit Card","Aug 29, 2025",46.549995,NA,2025-08-29,507
"2025/08/22 03:43","Combined CSA","Credit Card","Aug 22, 2025",64.37,NA,2025-08-29,666
"2025/08/22 03:43","Combined CSA","Credit Card","Aug 22, 2025",64.37,NA,2025-08-29,446
"2025/08/29 03:44","Combined CSA","Credit Card","Aug 29, 2025",46.28,NA,2025-08-29,446
